============Node========================
parameter  | node_logical_name | anchor_eNB | 
properties |                   |            | 
z          | values            | nodeDumpName | 

============Sector========================
parameter  | sector_identity | node_logical_name | sector     | antenna_unit_group_id | connect_to | connect_to_ref | macsec_profile | 
properties |                 |                   |            |                       |            |                |                | 
z          | values          | z                 | Select ... | z                     | Select ... | 
z          | Select ...      | z                 | Select ... | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 
z          | Select ... | z                 | Select ...     | 

============LTE cell========================
parameter  | cell_name | node_logical_name | LTE_cell_mode | 
properties |           |                   |               | 
z          | values    | z                 | Select ...    | 
z          | Select ... | 
z          | Select ... | 
z          | Select ... | 
z          | Select ... | 
z          | Select ... | 
z          | Select ... | 
z          | Select ... | 
z          | Select ... | 
z          | Select ... | 
z          | Select ... | 
z          | Select ... | 
z          | Select ... | 
z          | Select ... | 
z          | Select ... | 
z          | Select ... | 
z          | Select ... | 
z          | Select ... | 
z          | Select ... | 
z          | Select ... | 
z          | Select ... | 
z          | Select ... | 
z          | Select ... | 
z          | Select ... | 
z          | Select ... | 
z          | Select ... | 
z          | Select ... | 
z          | Select ... | 
z          | Select ... | 
z          | Select ... | 
z          | Select ... | 
z          | Select ... | 
z          | Select ... | 
z          | Select ... | 
z          | Select ... | 
z          | Select ... | 
z          | Select ... | 
z          | Select ... | 
z          | Select ... | 
z          | Select ... | 
z          | Select ... | 
z          | Select ... | 
z          | Select ... | 
z          | Select ... | 
z          | Select ... | 
z          | Select ... | 
z          | Select ... | 
z          | Select ... | 
z          | Select ... | 
z          | Select ... | 
z          | Select ... | 
z          | Select ... | 
z          | Select ... | 
z          | Select ... | 
z          | Select ... | 
z          | Select ... | 
z          | Select ... | 
z          | Select ... | 
z          | Select ... | 
z          | Select ... | 
z          | Select ... | 
z          | Select ... | 
z          | Select ... | 
z          | Select ... | 
z          | Select ... | 
z          | Select ... | 
z          | Select ... | 
z          | Select ... | 
z          | Select ... | 
z          | Select ... | 
z          | Select ... | 
z          | Select ... | 
z          | Select ... | 
z          | Select ... | 
z          | Select ... | 
z          | Select ... | 
z          | Select ... | 
z          | Select ... | 
z          | Select ... | 
z          | Select ... | 
z          | Select ... | 
z          | Select ... | 
z          | Select ... | 
z          | Select ... | 
z          | Select ... | 
z          | Select ... | 
z          | Select ... | 
z          | Select ... | 
z          | Select ... | 
z          | Select ... | 
z          | Select ... | 
z          | Select ... | 
z          | Select ... | 
z          | Select ... | 
z          | Select ... | 
z          | Select ... | 
z          | Select ... | 
z          | Select ... | 
z          | Select ... | 
z          | Select ... | 
z          | Select ... | 
z          | Select ... | 
z          | Select ... | 
z          | Select ... | 
z          | Select ... | 
z          | Select ... | 
z          | Select ... | 
z          | Select ... | 
z          | Select ... | 
z          | Select ... | 
z          | Select ... | 
z          | Select ... | 
z          | Select ... | 
z          | Select ... | 
z          | Select ... | 
z          | Select ... | 
z          | Select ... | 
z          | Select ... | 
z          | Select ... | 
z          | Select ... | 
z          | Select ... | 
z          | Select ... | 
z          | Select ... | 
z          | Select ... | 
z          | Select ... | 
z          | Select ... | 
z          | Select ... | 
z          | Select ... | 
z          | Select ... | 
z          | Select ... | 
z          | Select ... | 
z          | Select ... | 
z          | Select ... | 
z          | Select ... | 
z          | Select ... | 
z          | Select ... | 
z          | Select ... | 
z          | Select ... | 
z          | Select ... | 
z          | Select ... | 
z          | Select ... | 
z          | Select ... | 
z          | Select ... | 
z          | Select ... | 
z          | Select ... | 
z          | Select ... | 
z          | Select ... | 
z          | Select ... | 
z          | Select ... | 
z          | Select ... | 
z          | Select ... | 
z          | Select ... | 
z          | Select ... | 
z          | Select ... | 
z          | Select ... | 
z          | Select ... | 
z          | Select ... | 
z          | Select ... | 
z          | Select ... | 
z          | Select ... | 
z          | Select ... | 
z          | Select ... | 
z          | Select ... | 
z          | Select ... | 
z          | Select ... | 
z          | Select ... | 
z          | Select ... | 
z          | Select ... | 
z          | Select ... | 
z          | Select ... | 
z          | Select ... | 
z          | Select ... | 
z          | Select ... | 
z          | Select ... | 
z          | Select ... | 
z          | Select ... | 
z          | Select ... | 
z          | Select ... | 
z          | Select ... | 
z          | Select ... | 
z          | Select ... | 
z          | Select ... | 
z          | Select ... | 
z          | Select ... | 
z          | Select ... | 
z          | Select ... | 
z          | Select ... | 
z          | Select ... | 
z          | Select ... | 
z          | Select ... | 
z          | Select ... | 
z          | Select ... | 
z          | Select ... | 
z          | Select ... | 
z          | Select ... | 
z          | Select ... | 
z          | Select ... | 
z          | Select ... | 
z          | Select ... | 
z          | Select ... | 
z          | Select ... | 
z          | Select ... | 
z          | Select ... | 
z          | Select ... | 
z          | Select ... | 
z          | Select ... | 
z          | Select ... | 
z          | Select ... | 
z          | Select ... | 
z          | Select ... | 
z          | Select ... | 
z          | Select ... | 
z          | Select ... | 
z          | Select ... | 
z          | Select ... | 
z          | Select ... | 
z          | Select ... | 
z          | Select ... | 
z          | Select ... | 
z          | Select ... | 
z          | Select ... | 
z          | Select ... | 
z          | Select ... | 
z          | Select ... | 
z          | Select ... | 
z          | Select ... | 
z          | Select ... | 
z          | Select ... | 
z          | Select ... | 
z          | Select ... | 
z          | Select ... | 
z          | Select ... | 
z          | Select ... | 
